_id,razaoSocial,nomeFantasia,codigo,contato,cnpj
66c4d095af87a5f7873fe5b4, PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A, PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A,1015,3719-4710,33009945000204
66c4d095af87a5f7873fe5b5, PROHOSPITAL COMERCIO HOLANDA LTDA, PROHOSPITAL COMERCIO HOLANDA LTDA,1016,3252-5699,9485574000171
66c4d095af87a5f7873fe5b6, PROSAUDE MATERIAL MEDICO HOSPITALAR EIRELI, PROSAUDE MATERIAL MEDICO HOSPITALAR EIRELI,1017,3487-6200,26383168000117
66c4d095af87a5f7873fe5b7, QUEBEC COMERCIAL LTDA, QUEBEC COMERCIAL LTDA,1018,3261-6085,72208200000145
66c4d095af87a5f7873fe5b8, SELLENE COMERCIO E REPRESENTACOES LTDA, SELLENE COMERCIO E REPRESENTACOES LTDA,1019,4005-4477,5329222000176
66c4d095af87a5f7873fe5b9, UNIAO QUIMICA FARMACEUTICA NACIONAL S A, UNIAO QUIMICA FARMACEUTICA NACIONAL S A,1020,5586-2000,60665981000975
66c4d095af87a5f7873fe5ba,ANTIBIOTICOS DO BRASIL - ABL,ANTIBIOTICOS DO BRASIL - ABL,1021,,5439635000456
66c4d095af87a5f7873fe5bb,CENTRAL DE ABASTECIMENTO FARMAC�UTICA (CAF ARAREND,ASSISTENCIA FARAMCEUTICA,1022,,7946112
66c4d095af87a5f7873fe5bc,ATHENA COMERCIO DE PRODUTOS ODONTOLOGICOS,ATHENA COMERCIO DE PRODUTOS ODONTOLOGICOS,1023,,34412925000161
66c4d095af87a5f7873fe5bd,ATONS DO BRASIL,ATONS DO BRASIL,1024,,9192829000108
66c4d095af87a5f7873fe5be,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA,AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA,1025,4015-3404,4301884000175
66c4d095af87a5f7873fe5bf,BARD BRASIL IND. COM LTDA,BARD BRASIL IND. COM LTDA,1026,,10818693000269
66c4d095af87a5f7873fe5c0,BAYER S/A,BAYER S/A,1027,,18459628009767
66c4d095af87a5f7873fe5c1,BEAUFOUR IPSEN FARMACEUTICA LTDA,BEAUFOUR IPSEN FARMACEUTICA LTDA,1028,,7718721000423
66c4d095af87a5f7873fe5c2,BECTON DICKINSON INDUSTRIAS,BECTON DICKINSON INDUSTRIAS,1029,,21551379000874
66c4d095af87a5f7873fe5c3,BIOLAB SANUS FARMACEUTICA LTDA,BIOLAB SANUS FARMACEUTICA LTDA,1030,,49475833001765
66c4d095af87a5f7873fe5c4,BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITAL,BIOMEDICAL PRODUTOS CIENTIFICOS MEDICOS E HOSPITAL,1031,,19848316000166
66c4d095af87a5f7873fe5c5,BLAU FARMACEUTICA S.A.,BLAU FARMACEUTICA S.A.,1032,,58430828000160
66c4d095af87a5f7873fe5c6,BOEHRINGER INGELHEIM DO BRASIL,BOEHRINGER INGELHEIM DO BRASIL,1033,,60831658002110
66c4d095af87a5f7873fe5c7,CAF - FORTIM,CAF - FORTIM,1034,,9371486
66c4d095af87a5f7873fe5c8,CAF - IPUEIRAS - CE,CAF - IPUEIRAS - CE,1035,,6588832
66c4d095af87a5f7873fe5c9,SMS ARACATI,CAF ARACATI,1036,,96571900142
66c4d095af87a5f7873fe5ca,SMS CEDRO,CAF CEDRO,1037,,7812241000184
66c4d095af87a5f7873fe5cb,CAF I - SMS IRACEMA/CE,CAF I - SMS IRACEMA/CE,1038,,6350747
66c4d095af87a5f7873fe5cc,CALLMED COMERCIO DE MED E REP LTDA,CALLMED COMERCIO DE MED E REP LTDA,1039,,5106015000152
66c4d095af87a5f7873fe5cd,CAMBER FARMACEUTICA LTDA,CAMBER FARMACEUTICA LTDA,1040,4130-3568,24633934000129
66c4d095af87a5f7873fe5ce,CAPS INFANTIL S.E.R. VI - FORTALEZA,CAPS INFANTIL S.E.R. VI - FORTALEZA,1041,,5065321
66c4d095af87a5f7873fe5cf,CAZI QUIMICA FARMACEUTICA,CAZI QUIMICA FARMACEUTICA,1042,,44010437000181
66c4d095af87a5f7873fe5d0,CELLTRION HEALTHCARE,CELLTRION HEALTHCARE,1043,,5452889000161
66c4d095af87a5f7873fe5d1,CEMEAR - CENTRO SA�DE SEXUAL E REPRODUTIVA - IGUAT,CEMEAR - CENTRO SA�DE SEXUAL E REPRODUTIVA - IGUAT,1044,,7810468000190
66c4d095af87a5f7873fe5d2,CENT. BASTECIMENTO FARMACEUTICO - QUIXERAMOBIM,CENT. BASTECIMENTO FARMACEUTICO - QUIXERAMOBIM,1045,,12035183000160
66c4d095af87a5f7873fe5d3,CENTRO DE ATENCAO PSICOSSOCIAL - CAPS - BELA CRUZ,CENTRO DE ATENCAO PSICOSSOCIAL,1046,,6482341
66c4d095af87a5f7873fe5d4,Centro de Convivencia Antonio Justa,CENTRO DE CONVIVENCIA ANTONIO JUSTA,1047,,2372142
66c4d095af87a5f7873fe5d5,CENTRO DE INFECTOLOGIA JUAZEIRO DO NORTE,CENTRO DE INFECTOLOGIA DE JUAZEIRO DO NORTE,1048,,7451594000104
66c4d095af87a5f7873fe5d6,Centro de Referencia Nacional em Dermatologia Sani,CENTRO DE REFERENCIA NACIONAL EM DERMATOLOGIA SANI,1049,,7954571003120
66c4d095af87a5f7873fe5d7,CENTRO DE SA�DE DONA LIB�NIA,CENTRO DE SA�DE DONA LIB�NIA,1050,,2723158
66c4d095af87a5f7873fe5d8,Centro de Saude Meireles,CENTRO DE SAUDE MEIRELES,1051,,7954571001771
66c4d095af87a5f7873fe5d9,CENTRO DE SA�DE MEIRELES-CEAF,CENTRO DE SA�DE MEIRELES-CEAF,1052,,2481472
66c4d095af87a5f7873fe5da,CENTRO DE TESTAGEM - AEROPORTO,CENTRO DE TESTAGEM - AEROPORTO,1053,33921030,27059565000109
66c4d095af87a5f7873fe5db,Centro Integrado de Diabetes e Hipertens�o (CIDH),CENTRO INTEGRADO DE DIABETES E HIPERTENS�O (CIDH),1054,,7954571003391
66c4d095af87a5f7873fe5dc,CEO/Centro,CEO/CENTRO,1055,,7954571003049
66c4d095af87a5f7873fe5dd,CEO/Joaquim T�vora,CEO/JOAQUIM T�VORA,1056,,7954571011300
66c4d095af87a5f7873fe5de,CEO/Rodolfo Te�filo,CEO/RODOLFO TE�FILO,1057,,7954571001186
66c4d095af87a5f7873fe5df,CIAMED DISTRIBUIDORA DE MEDICAMENTOS,CIAMED DISTRIBUIDORA DE MEDICAMENTOS,1058,,5782733000300
66c4d095af87a5f7873fe5e0,CIDH - CENTRO INTEGRADO DE DIABETES E HIPERTENS�O,CIDH - CENTRO INTEGRADO DE DIABETES E HIPERTENS�O,1059,,2611775
66c4d095af87a5f7873fe5e1,CIMED INDUSTRIA S.A,CIMED INDUSTRIA S.A,1060,,2814497000700
66c4d095af87a5f7873fe5e2,CM HOSPITALAR S.A.,CM HOSPITALAR S.A.,1061,,12420164000904
66c4d095af87a5f7873fe5e3,COAF/SMS FORTALEZA,COAF/SMS FORTALEZA,1062,,2794179
66c4d095af87a5f7873fe5e4,COMERCIAL CIRURGICA RIOCLARENSE LTDA,COMERCIAL CIRURGICA RIOCLARENSE LTDA,1063,,67729178000653
66c4d095af87a5f7873fe5e5,COMERCIAL MOSTAERT LTDA,COMERCIAL MOSTAERT LTDA,1064,,11563145000117
66c4d095af87a5f7873fe5e6,COMERCIAL VALFARMA EIRELI,COMERCIAL VALFARMA EIRELI,1065,,2600770000109
66c4d095af87a5f7873fe5e7,CONQUISTA DIST. MED. E PROD. HOSP. EIRELI,CONQUISTA DIST. MED. E PROD. HOSP. EIRELI,1066,,12418191000195
66c4d095af87a5f7873fe5e8,COORDENADORIA DE REDE PR� - HOSPITALAR - COREPH,COORDENADORIA DE REDE PR� - HOSPITALAR - COREPH,1067,34521786,488519700144
66c4d095af87a5f7873fe5e9,COTA�AO COM REPRESENTA�AO IMPORTA�AO,COTA�AO COM REPRESENTA�AO IMPORTA�AO,1068,,58950775000108
66c4d095af87a5f7873fe5ea,FARM�CIA B�SICA CEGB CRATE�S,CRATEUS PREFEITURA,1069,,2480948
66c4d095af87a5f7873fe5eb,CSL  BEHRING  COM  DE  PRODFARMAC  LTDA,CSL  BEHRING  COM  DE  PRODFARMAC  LTDA,1070,,6296958900159
66c4d095af87a5f7873fe5ec,DENTAL HIGIX PRODUTOS ODONT MEDICOS,DENTAL HIGIX PRODUTOS ODONT MEDICOS,1071,,26240632000116
66c4d095af87a5f7873fe5ed,DENTAL SUL PRODUTOS ODONTOLOGICOS LTDA,DENTAL SUL PRODUTOS ODONTOLOGICOS LTDA,1072,,10600372000102
66c4d095af87a5f7873fe5ee,DESCARTEX CONFECCOES E COMERCIO LTDA,DESCARTEX CONFECCOES E COMERCIO LTDA,1073,,165933000139
66c4d095af87a5f7873fe5ef,DIECE APOIO DE COMERCIO EXTERIOR LTDA,DIECE APOIO DE COMERCIO EXTERIOR LTDA,1074,,36665665000161
66c4d095af87a5f7873fe5f0,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA,1075,,2520829000302
66c4d095af87a5f7873fe5f1,DIOMA PRODUTOS MEDICOS HOSPITALARES LTDA,DIOMA PRODUTOS MEDICOS HOSPITALARES LTDA,1076,,36602953000177
66c4d095af87a5f7873fe5f2,DISTRIBUIDORA MUNDIAL DE PRODUTOS HOSPITALARES LTD,DISTRIBUIDORA MUNDIAL DE PRODUTOS HOSPITALARES LTD,1077,,72201890000100
66c4d095af87a5f7873fe5f3,DISTRIMEDICA COMERCIO DE PRODUTOS MEDICOS E ODONTO,DISTRIMEDICA COMERCIO DE PRODUTOS MEDICOS E ODONTO,1078,,16902612000100
66c4d095af87a5f7873fe5f4,DL DISTRIBUIDORA DE MEDICAMENTOS EIRELI,DL DISTRIBUIDORA DE MEDICAMENTOS EIRELI,1079,,31556536000111
66c4d095af87a5f7873fe5f5,DROGAFONTE,DROGAFONTE,1080,,8778201000126
66c4d095af87a5f7873fe5f6,ELFA MEDICAMENTOS S.A.,ELFA MEDICAMENTOS S.A.,1081,,9053134000145
66c4d095af87a5f7873fe5f7,ELFA MEDICAMENTOS S.A.,ELFA MEDICAMENTOS S.A.,1082,,9053134000900
66c4d095af87a5f7873fe5f8,ELISVANDIA MATOS DONINI EIRELI,ELISVANDIA MATOS DONINI EIRELI,1083,,13547970000153
66c4d095af87a5f7873fe5f9,ELLO DISTRIBUI��O LTDA,ELLO DISTRIBUI��O LTDA,1084,,14115388000261
66c4d095af87a5f7873fe5fa,EMMARKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,EMMARKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,1085,3878-9060,9092152000136
66c4d095af87a5f7873fe5fb,EMMARKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,EMMARKA DISTRIBUIDORA DE MEDICAMENTOS LTDA,1086,3878-9060,74031865000151
66c4d095af87a5f7873fe5fc,EMS,EMS,1087,,57507378000365
66c4d095af87a5f7873fe5fd,FABRICA DE ARTEF. DE LATEX SAO ROQUE LTDA,FABRICA DE ARTEF. DE LATEX SAO ROQUE LTDA,1088,,70939574000105
66c4d095af87a5f7873fe5fe,FARMACE - INDUSTRIA QUIMICA FARMACEUTICA,FARMACE - INDUSTRIA QUIMICA FARMACEUTICA,1089,,6628333000146
66c4d095af87a5f7873fe5ff,FARMACIA CASCAVEL - CEAF - CE,FARMACIA CASCAVEL - CEAF - CE,1090,,7663617
66c4d095af87a5f7873fe600,FARMACIA AQUIRAZ - CEAF - CE,FARMACIA CENTRAL DE AQUIRAZ,1091,,6631738
66c4d095af87a5f7873fe601,FARMACIA HORIZONTE - CEAF - CE,FARMACIA HORIZONTE - CEAF - CE,1092,,5495210
66c4d095af87a5f7873fe602,FLEX MAKER PRODU��O COMERCIO LTDA,FLEX MAKER PRODU��O COMERCIO LTDA,1093,,10889989000190
66c4d095af87a5f7873fe603,FLUKKA FARMACIA DE MANIPULA�AO LTDA,FLUKKA FARMACIA DE MANIPULA�AO LTDA,1094,,10450805000190
66c4d095af87a5f7873fe604,FRESENIUS KABI BRASIL LTDA.,FRESENIUS KABI BRASIL LTDA.,1095,,49324221000880
66c4d095af87a5f7873fe605,FUNDDACAO OSWALDO CRUZ / BIO-MANGUINHOS,FUNDA��O OSWALDO CRUZ / BIO-MANGUINHOS,1096,,33781055001530
66c4d095af87a5f7873fe606,SMS CARIR�,FUNDO MUNICIPAL DE SAUDE DE CARIRE,1097,,6548741
66c4d095af87a5f7873fe607,SMS CATARINA - CE,FUNDO MUNICIPAL DE SAUDE DE CATARINA,1098,,6642403
66c4d095af87a5f7873fe608,SMS CEDRO - CE,FUNDO MUNICIPAL DE SAUDE DE CEDRO,1099,,7179812
66c4d095af87a5f7873fe609,CAF MARCO - CE,FUNDO MUNICIPAL DE SAUDE DE MARCO,1100,,6552161
66c4d095af87a5f7873fe60a,GB COMERCIO E DISTRIBUICAO LTDA,GB COMERCIO E DISTRIBUICAO LTDA,1101,3099-1273,10782385000140
66c4d095af87a5f7873fe60b,GEOLAB INDUSTRIA FARMACEUTICA S/A,GEOLAB INDUSTRIA FARMACEUTICA S/A,1102,,3485572000104
66c4d095af87a5f7873fe60c,GLOBODESC INDUSTRIA IMPORTA��O E EXPORTA��O,GLOBODESC INDUSTRIA IMPORTA��O E EXPORTA��O,1103,,11137546000105
66c4d095af87a5f7873fe60d,GRAMS & GRAMS LTDA,GRAMS & GRAMS LTDA,1104,32251002,10448145000103
66c4d095af87a5f7873fe60e,GRIFOLS BRASIL LTDA,GRIFOLS BRASIL LTDA,1105,3668-2444,2513899000171
66c4d095af87a5f7873fe60f,GUERBET PRODUTOS RADIOLOGICOS LTDA,GUERBET PRODUTOS RADIOLOGICOS LTDA,1106,,42180406000143
66c4d095af87a5f7873fe610,HIPOLABOR FARMACEUTICA LTDA,HIPOLABOR FARMACEUTICA LTDA,1107,,19570720000706
66c4d095af87a5f7873fe611,HOSPITAL CURA DARS,HOSPITAL CURA DARS,1108,34647000,60975737003509
66c4d095af87a5f7873fe612,SECRETARIA DA SAUDE DO ESTADO DO CEARA,HOSPITAL DE MESSEJANA DR. CARLOS ALBERTO STUDART G,1109,,2479214
66c4d095af87a5f7873fe613,HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA,HOSPITAL DISTRITAL GONZAGA MOTA DE MESSEJANA,1110,,4885197000306
66c4d095af87a5f7873fe614,HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO,HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO,1111,,4885197000659
66c4d095af87a5f7873fe615,Hospital e Maternidade Jos� Martiniano de Alencar,HOSPITAL E MATERNIDADE JOS� MARTINIANO DE ALENCAR,1112,,7954571001348
66c4d095af87a5f7873fe616,Hospital Geral de Fortaleza,HOSPITAL GERAL DE FORTALEZA,1113,,7954571001429
66c4d095af87a5f7873fe617,HOSPITAL GERAL DR WALDEMAR ALCANTARA,HOSPITAL GERAL DR WALDEMAR ALCANTARA,1114,,5268526000847
66c4d095af87a5f7873fe618,Hospital Infantil Albert Sabin,HOSPITAL INFANTIL ALBERT SABIN,1115,,7954571003804
66c4d095af87a5f7873fe619,HOSPITAL LEONARDO DA VINCI,HOSPITAL LEONARDO DA VINCI,1116,31952802,5268526001908
66c4d095af87a5f7873fe61a,HOSPITAL REGIONAL DO SERTAO CENTRAL,HOSPITAL REGIONAL DO SERTAO CENTRAL,1117,,7061021
66c4d095af87a5f7873fe61b,HOSPITAL S�O RAIMUNDO (SOC. BENEF. S�O CAMILO),HOSPITAL S�O RAIMUNDO (SOC. BENEF. S�O CAMILO),1118,34234089,60975737001719
66c4d095af87a5f7873fe61c,HOSPITAL UNIVERSITARIO WALTER CANTIDIO,HOSPITAL UNIVERSITARIO WALTER CANTIDIO,1119,,7206048000280
66c4d095af87a5f7873fe61d,HP DE VASCONCELOS,HP DE VASCONCELOS,1120,,17326872000147
66c4d095af87a5f7873fe61e,ICARAI,ICARAI,1121,,17545961000184
66c4d095af87a5f7873fe61f,IFAL IND. E COM. DE PRODUTOS FARMACEUTICOS LTDA,IFAL IND. E COM. DE PRODUTOS FARMACEUTICOS LTDA,1122,,376959000126
66c4d095af87a5f7873fe620,INJEX INDUSTRIA CIRURGICA LTDA,INJEX INDUSTRIA CIRURGICA LTDA,1123,33022900,59309302000199
66c4d095af87a5f7873fe621,INSTITUTO DE ASSIT�NCIA E PROTE��O SOCIAL - IAPS,INSTITUTO DE ASSIT�NCIA E PROTE��O SOCIAL - IAPS,1124,32795998,5461368000170
66c4d095af87a5f7873fe622,INSTITUTO DE SAUDE E GESTAO HOSPITALAR ISGH,INSTITUTO DE SAUDE E GESTAO HOSPITALAR ISGH,1125,,5268526000170
66c4d095af87a5f7873fe623,INSTITUTO DO C�NCER DO CEAR� - ICC,INSTITUTO DO CANCER DO CEARA,1126,,2723220
66c4d095af87a5f7873fe624,JB FARMA COMERCIO DE MEDICAMENTOS E REPRESENTACOES,JB FARMA COMERCIO DE MEDICAMENTOS E REPRESENTACOES,1127,3295-8481,20301535000100
66c4d095af87a5f7873fe625,Laborat�rio Central de Sa�de P�blica (Lacen),LABORAT�RIO CENTRAL DE SA�DE P�BLICA (LACEN),1128,,7954571003200
66c4d095af87a5f7873fe626,LABORATORIO FARMACEUTICO DA MARINHA,LABORATORIO FARMACEUTICO DA MARINHA,1129,,11376952000120
66c4d095af87a5f7873fe627,LABORATORIO PFIZER LTDA,LABORATORIO PFIZER LTDA,1130,,46070868003699
66c4d095af87a5f7873fe628,LABORATORIO QUIMICO FARMACEUTICO BERGAMO,LABORATORIO QUIMICO FARMACEUTICO BERGAMO,1131,,61282661000141
66c4d095af87a5f7873fe629,LABORATORIOS B BRAUN S.A.,LABORATORIOS B BRAUN S.A.,1132,,31673254001095
66c4d095af87a5f7873fe62a,"2,76313E+13",LAF MED DISTRIBUIDORA DE MEDICAMENTO,1133,31109595,27631296000103
66c4d095af87a5f7873fe62b,LAFEPE,LAFEPE,1134,,10877926000113
66c4d095af87a5f7873fe62c,LIMA & SENA,LIMA & SENA,1135,,40619828000147
66c4d095af87a5f7873fe62d,MAXIMA DENTAL IMP. EXP. E COM. DE PROD. ODONT.,MAXIMA DENTAL IMP. EXP. E COM. DE PROD. ODONT.,1136,,28857335000140
66c4d095af87a5f7873fe62e,MEDICAL COMERCIO DE PRODUTO HOSPITALAR LTDA,MEDICAL COMERCIO DE PRODUTO HOSPITALAR LTDA,1137,,37408581000105
66c4d095af87a5f7873fe62f,MEDICAL LIFE,MEDICAL LIFE,1138,,14361780000290
66c4d095af87a5f7873fe630,MEDICOM LTDA,MEDICOM LTDA,1139,,22635177000105
66c4d095af87a5f7873fe631,MEDILAR IMPORT��O,MEDILAR IMPORT��O,1140,,7752236000123
66c4d095af87a5f7873fe632,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,MEDKA DISTRIBUIDORA HOSPITALAR LTDA,1141,,36958637000132
66c4d095af87a5f7873fe633,MEDMAIA,MEDMAIA,1142,,13576534000102
66c4d095af87a5f7873fe634,MEGA DENTAL,MEGA DENTAL,1143,,25341162000114
66c4d095af87a5f7873fe635,MEGAFRAL INDUSTRIA E COMERCIO LTDA,MEGAFRAL INDUSTRIA E COMERCIO LTDA,1144,,5882795000122
66c4d095af87a5f7873fe636,MULTILAB IND. E COM. DE PROD,MULTILAB IND. E COM. DE PROD,1145,,92265552000816
66c4d095af87a5f7873fe637,SMS ALCANTARAS - CE,MUNICIPIO DE ALCANTARAS,1146,,6598013
66c4d095af87a5f7873fe638,SMS ANTONINA DO NORTE - CE,MUNICIPIO DE ANTONINA DO NORTE,1147,,6424031
66c4d095af87a5f7873fe639,SMS ARNEIROZ - CE,MUNICIPIO DE ARNEIROZ,1148,,6443893
66c4d095af87a5f7873fe63a,SMS BARROQUINHA - CE,MUNICIPIO DE BARROQUINHA,1149,,6541283
66c4d095af87a5f7873fe63b,SMS BEBERIBE,MUNICIPIO DE BEBERIBE,1150,,6402011
66c4d095af87a5f7873fe63c,SMS CAMOCIM - CE,MUNICIPIO DE CAMOCIM,1151,,6540694
66c4d095af87a5f7873fe63d,SMS CAF CRUZ - CE,MUNICIPIO DE CRUZ,1152,,6516041
66c4d095af87a5f7873fe63e,SMS GUARACIABA DO NORTE - CE,MUNICIPIO DE GUARACIABA DO NORTE,1153,,6603165
66c4d095af87a5f7873fe63f,FARM�CIA B�SICA MUNICIPAL DE IPUEIRAS,MUNICIPIO DE IPUEIRAS,1154,,9265589
66c4d095af87a5f7873fe640,SMS ITAI�ABA,MUNICIPIO DE ITAICABA,1155,,6573061
66c4d095af87a5f7873fe641,SMS JUCAS - CE,MUNICIPIO DE JUCAS,1156,,6595693
66c4d095af87a5f7873fe642,SMS LIMOEIRO DO NORTE,MUNICIPIO DE LIMOEIRO DO NORTE,1157,,6395856
66c4d095af87a5f7873fe643,SMS MAURITI - CE,MUNICIPIO DE MAURITI,1158,,2527421
66c4d095af87a5f7873fe644,NDS DISTRIBUIDORA DE MEDICAMENTO,NDS DISTRIBUIDORA DE MEDICAMENTO,1159,,11034934001485
66c4d095af87a5f7873fe645,NOVARTIS BIOCIENCIAS S/A,NOVARTIS BIOCIENCIAS S/A,1160,,56994502002698
66c4d095af87a5f7873fe646,NOVARTIS BIOCIENCIAS S/A,NOVARTIS BIOCIENCIAS S/A,1161,,56994502002779
66c4d095af87a5f7873fe647,NUCELO DE ATENCAO MEDICA INTEGRADA,NUCLEO DE ATENCAO MEDICA INTEGRADA DE NAMI,1162,,7373434000186
66c4d095af87a5f7873fe648,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSP,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSP,1163,,4307650002502
66c4d095af87a5f7873fe649,ONCOEXO,ONCOEXO,1164,,8958628000378
66c4d095af87a5f7873fe64a,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,1165,,8958628000297
66c4d095af87a5f7873fe64b,ORTOM INDUSTRIA T�XTIL LTDA,ORTOM INDUSTRIA T�XTIL LTDA,1166,,4890798000145
66c4d095af87a5f7873fe64c,PANORAMA,PANORAMA,1167,32568005,1722296000117
66c4d095af87a5f7873fe64d,POLAR INDUSTRIA E COMERCIO,POLAR INDUSTRIA E COMERCIO,1168,,4477018000130
66c4d095af87a5f7873fe64e,POLICLINICA DR. FRUTUOSO GOMES DE FREITAS,POLICLINICA DR FRUTUOSO GOMES DE FREITAS DE TAUA,1169,,12116566000162
66c4d095af87a5f7873fe64f,POLICL�NICA DR JO�O POMPEU LOPES RANDAL-CEAF,POLICL�NICA DR JO�O POMPEU LOPES RANDAL-CEAF,1170,,90240552
66c4d095af87a5f7873fe650,POLICLINICA DR JOSE ELOY DA COSTA FILHO,POLICLINICA DR JOSE ELOY DA COSTA FILHO,1171,,393029
66c4d095af87a5f7873fe651,POLICLINICA DR LUIZ CARLOS FONTENELE,POLICLINICA DR LUIZ CARLOS FONTENELE,1172,,301337
66c4d095af87a5f7873fe652,POLICLINICA DR LUSMAR VERAS RODRIGUES,POLICLINICA DR LUSMAR VERAS RODRIGUES,1173,,4885197000144
66c4d095af87a5f7873fe653,POLICLINICA DR. JOAO POMPEU LOPES RANDALL,POLICLINICA DR. JOAO POMPEU LOPES RANDALL,1174,,4885197000497
66c4d095af87a5f7873fe654,POLICLINICA JOS� DE ALENCAR,POLICLINICA JOS� DE ALENCAR,1175,,2481499
66c4d095af87a5f7873fe655,AREA DESCENTRALIZADA SAO GONCALO DO AMARANTE (ADS,POLICLINICA MUNICIPAL DE SAO GONCALO DO AMARANTE,1176,,12045640000105
66c4d095af87a5f7873fe656,PRATI DONADUZZI & CIA LTDA,PRATI DONADUZZI & CIA LTDA,1177,,73856593000166
66c4d095af87a5f7873fe657,SMS AURORA - CE,PREF M AURORA,1178,,6152643
66c4d095af87a5f7873fe658,CAF-ASSIST�NCIA FARMAC�UTICA-CARNAUBAL - CE,PREF M CARNAUBAL,1179,,6323804
66c4d095af87a5f7873fe659,CAF-CHOROZINHO-CE,PREF M CHOROZINHO,1180,,6510310
66c4d095af87a5f7873fe65a,SMS IBIAPINA - CE,PREF M IBIAPINA,1181,,6325610
66c4d095af87a5f7873fe65b,CAF SMS INDEPENDENCIA -CE,PREF M INDEPENDENCIA,1182,,2480409
66c4d095af87a5f7873fe65c,SMS IPAPORANGA - CE,PREF M IPAPORANGA,1183,,6761631
66c4d095af87a5f7873fe65d,CENTRAL DE ABASTECIMENTO FARMAC�UTICO - CAF DE ITA,PREF M ITAPIPOCA,1184,,2426323
66c4d095af87a5f7873fe65e,CENTRAL DE ABASTECIMENTO FARMAC�UTICO - ITATIRA/CE,PREF M ITATIRA,1185,,6479138
66c4d095af87a5f7873fe65f,SMS JIJOCA DE JERICOACOARA,PREF M JIJOCA DE JERICOACOARA,1186,,6556809
66c4d095af87a5f7873fe660,CAF DE BARREIRA,PREF MUN BARREIRA,1187,,6430961
66c4d095af87a5f7873fe661,CENTRAL DE ABASTECIMENTO FARMAC�UTICO DE JAGUARUAN,PREF MUNICIPAL DE JAGUARUANA,1188,,3489965
